Start,End,Sleep Quality,Regularity,Heart rate (bpm),Steps,Alarm mode,Air Pressure (Pa),City,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Did snore,Snore time,Weather temperature (°C),Weather type
2019-02-09 00:37:41,2019-02-09 11:02:01,92%,78%,0,2453,No alarm,98.5,,85.6,37459.7,37210.0,249.7,,,FALSE,0.0,0.0,No weather
2019-02-10 02:13:47,2019-02-10 11:45:23,95%,81%,0,4994,No alarm,99.3,,74.8,34296.5,31781.4,1486.2,,,FALSE,0.0,0.0,No weather
2019-02-11 00:38:34,2019-02-11 07:00:48,66%,71%,0,1300,No alarm,100.9,,80.9,22934.0,19417.4,2140.5,,,FALSE,0.0,0.0,No weather
2019-02-12 01:01:35,2019-02-12 09:57:39,87%,67%,0,5164,No alarm,103.0,,101.1,32164.4,27125.3,1501.0,,,FALSE,0.0,0.0,No weather
2019-02-13 00:03:18,2019-02-13 08:17:28,64%,66%,0,3091,No alarm,103.0,,162.6,29650.8,26389.2,197.7,,,FALSE,0.0,0.0,No weather
2019-02-14 00:30:13,2019-02-14 08:32:44,77%,81%,0,3265,No alarm,103.0,,107.6,28950.6,25959.0,193.0,,,FALSE,0.0,0.0,No weather
2019-02-15 00:34:18,2019-02-15 09:33:41,79%,88%,0,4185,No alarm,102.8,,130.3,32363.4,30421.6,215.8,,,FALSE,0.0,0.0,No weather
2019-02-16 00:49:14,2019-02-16 11:16:28,99%,90%,0,3875,No alarm,101.5,,61.5,37633.6,33493.9,250.9,,,FALSE,0.0,0.0,No weather
2019-02-17 00:37:21,2019-02-17 09:11:47,79%,85%,0,7067,No alarm,101.3,,118.4,30866.1,29837.2,205.8,,,FALSE,0.0,0.0,No weather
2019-02-18 00:12:27,2019-02-18 07:44:53,73%,83%,0,2277,No alarm,101.2,,104.6,27146.6,23165.1,181.0,,,FALSE,0.0,0.0,No weather
2019-02-19 01:05:19,2019-02-19 10:04:23,100%,80%,0,5546,No alarm,100.8,,33.0,32344.5,28678.8,3665.7,,,FALSE,0.0,0.0,No weather
2019-02-20 01:33:28,2019-02-20 11:09:41,87%,82%,0,144,No alarm,100.6,,102.6,34573.3,32498.9,230.5,,,FALSE,0.0,0.0,No weather
2019-02-21 01:37:40,2019-02-21 10:39:34,94%,85%,0,6868,No alarm,101.8,,80.0,32514.1,28937.6,1517.3,,,FALSE,0.0,0.0,No weather
2019-02-22 01:13:48,2019-02-22 09:32:31,91%,90%,0,645,No alarm,103.0,,62.6,29923.2,28127.8,199.5,,,FALSE,0.0,0.0,No weather
2019-02-23 01:46:32,2019-02-23 11:44:01,92%,87%,0,8250,No alarm,103.4,,86.6,35849.4,33340.0,239.0,,,FALSE,0.0,0.0,No weather
2019-02-25 00:40:15,2019-02-25 07:50:26,67%,68%,0,1213,No alarm,103.7,,115.7,25811.2,22799.9,1548.7,,,FALSE,0.0,0.0,No weather
2019-02-26 01:02:43,2019-02-26 09:29:39,78%,71%,0,4475,No alarm,103.5,,115.9,30416.6,25854.1,3447.2,,,FALSE,0.0,0.0,No weather
2019-02-27 00:11:27,2019-02-27 08:17:09,86%,83%,0,1803,No alarm,102.9,,74.6,29141.6,28170.2,194.3,,,FALSE,0.0,0.0,No weather
2019-03-01 00:41:55,2019-03-01 09:09:35,90%,86%,0,728,No alarm,101.6,,74.8,30459.8,26195.5,203.1,,,FALSE,0.0,0.0,No weather
2019-03-02 00:49:31,2019-03-02 11:20:35,100%,85%,0,7302,No alarm,100.8,,58.8,37864.3,34961.3,252.4,,,FALSE,0.0,0.0,No weather
2019-03-03 01:05:54,2019-03-03 09:45:41,89%,83%,0,1469,No alarm,99.7,,84.1,31187.5,30979.6,207.9,,,FALSE,0.0,0.0,No weather
2019-03-04 00:32:50,2019-03-04 07:39:11,69%,81%,0,6773,No alarm,97.8,,102.1,25581.5,22767.6,1534.9,,,FALSE,0.0,0.0,No weather
2019-03-05 01:03:02,2019-03-05 10:12:42,83%,79%,0,5771,No alarm,99.6,,116.2,32980.3,29902.1,219.9,,,FALSE,0.0,0.0,No weather
2019-03-05 23:49:47,2019-03-06 08:24:10,86%,76%,0,4782,No alarm,99.7,,93.3,30862.7,29216.7,205.8,,,FALSE,0.0,0.0,No weather
2019-03-07 00:56:51,2019-03-07 10:38:39,90%,74%,0,3902,No alarm,98.1,,93.1,34907.9,31766.2,2094.5,,,FALSE,0.0,0.0,No weather
2019-03-08 01:11:11,2019-03-08 09:35:03,87%,79%,0,2630,No alarm,100.4,,83.3,30232.1,24084.9,3627.8,,,FALSE,0.0,0.0,No weather
2019-03-09 01:04:51,2019-03-09 10:41:02,88%,84%,0,2873,No alarm,100.3,,99.5,34571.8,30768.9,2535.3,,,FALSE,0.0,0.0,No weather
2019-03-10 02:05:49,2019-03-10 10:44:27,82%,90%,0,13455,No alarm,100.5,,108.4,31117.9,30080.7,207.5,,,FALSE,0.0,0.0,No weather
2019-03-11 00:11:00,2019-03-11 08:36:23,88%,82%,0,1196,No alarm,100.9,,80.0,30322.9,24965.8,3133.4,,,FALSE,0.0,0.0,No weather
2019-03-12 00:41:51,2019-03-12 10:47:53,90%,78%,0,1425,No alarm,101.1,,92.9,36361.8,31271.1,2060.5,,,FALSE,0.0,0.0,No weather
2019-03-12 23:43:23,2019-03-13 08:30:18,91%,72%,0,2491,No alarm,99.0,,81.5,31614.5,27715.4,2213.0,,,FALSE,0.0,0.0,No weather
2019-03-14 00:40:17,2019-03-14 09:25:02,90%,78%,0,3659,No alarm,100.4,,85.9,31485.5,30645.9,839.6,,,FALSE,0.0,0.0,No weather
2019-03-14 23:52:32,2019-03-15 03:00:31,33%,66%,0,4471,No alarm,100.2,,73.3,11279.3,4060.6,3684.6,,,FALSE,0.0,0.0,No weather
2019-03-15 22:19:00,2019-03-16 07:36:34,100%,58%,0,5106,No alarm,97.9,,32.1,33453.8,28435.7,1003.6,,,FALSE,0.0,0.0,No weather
2019-03-16 22:57:18,2019-03-17 06:51:10,95%,59%,0,7962,No alarm,97.3,,30.3,28431.9,25209.6,1800.7,,,FALSE,0.0,0.0,No weather
2019-03-17 23:10:13,2019-03-18 06:44:48,91%,78%,0,5338,No alarm,97.1,,32.9,27275.0,22183.7,1091.0,,,FALSE,0.0,0.0,No weather
2019-03-18 23:04:05,2019-03-19 06:50:13,59%,95%,0,9816,No alarm,97.7,,167.9,27968.2,26010.4,186.5,,,FALSE,0.0,0.0,No weather
2019-03-20 00:04:06,2019-03-20 06:51:04,83%,96%,0,9236,No alarm,97.9,,24.3,24417.8,20022.6,1872.0,,,FALSE,0.0,0.0,No weather
2019-03-20 23:24:25,2019-03-21 07:32:19,97%,93%,0,8839,No alarm,98.0,,32.9,29274.6,25371.4,1756.5,,,FALSE,0.0,0.0,No weather
2019-03-22 00:38:03,2019-03-22 05:52:42,56%,85%,0,6304,No alarm,97.9,,70.9,18879.1,15669.7,1447.4,,,FALSE,0.0,0.0,No weather
2019-03-22 22:56:12,2019-03-23 10:24:16,84%,71%,0,5572,No alarm,102.6,,114.3,41284.0,37706.1,275.2,,,FALSE,0.0,0.0,No weather
2019-03-24 00:54:13,2019-03-24 10:37:25,82%,69%,0,5571,No alarm,103.2,,119.3,34991.3,33591.7,233.3,,,FALSE,0.0,0.0,No weather
2019-03-25 00:08:56,2019-03-25 08:34:50,88%,69%,0,10006,No alarm,102.6,,79.5,30354.1,26610.4,202.4,,,FALSE,0.0,0.0,No weather
2019-03-26 00:51:42,2019-03-26 09:04:38,74%,83%,0,4420,No alarm,103.4,,125.8,29575.5,25730.7,2661.8,,,FALSE,0.0,0.0,No weather
2019-03-27 00:25:38,2019-03-27 08:22:40,77%,86%,0,90,No alarm,103.3,,101.4,28622.1,24233.4,190.8,,,FALSE,0.0,0.0,No weather
2019-03-28 02:10:56,2019-03-28 09:35:24,72%,85%,0,2371,No alarm,103.5,,100.4,26668.4,23734.9,2933.5,,,FALSE,0.0,0.0,No weather
2019-03-28 23:42:11,2019-03-29 09:30:31,92%,81%,0,3553,No alarm,103.1,,87.1,35299.8,29298.8,1412.0,,,FALSE,0.0,0.0,No weather
2019-03-30 00:44:46,2019-03-30 10:28:59,90%,79%,0,4974,No alarm,102.3,,91.9,35052.7,33416.9,233.7,,,FALSE,0.0,0.0,No weather
2019-03-30 23:50:50,2019-03-31 10:36:14,87%,82%,0,2914,No alarm,102.5,,102.8,35123.3,33250.1,234.2,,,FALSE,0.0,0.0,No weather
2019-04-01 00:23:03,2019-04-01 09:50:37,94%,88%,0,8133,No alarm,102.9,,79.9,34054.2,28719.0,3518.9,,,FALSE,0.0,0.0,No weather
2019-04-02 01:07:10,2019-04-02 10:20:27,95%,87%,0,4715,No alarm,101.0,,76.5,33197.0,28770.7,1549.2,,,FALSE,0.0,0.0,No weather
2019-04-02 23:42:08,2019-04-03 08:31:50,93%,83%,0,1680,No alarm,100.0,,75.4,31782.6,26909.3,2754.5,,,FALSE,0.0,0.0,No weather
2019-04-04 00:32:38,2019-04-04 09:39:19,100%,79%,0,3552,No alarm,99.7,,52.6,32800.6,30176.6,218.7,,,FALSE,0.0,0.0,No weather
2019-04-05 01:03:07,2019-04-05 09:27:20,87%,84%,0,4565,No alarm,100.1,,82.5,30252.4,28033.9,201.7,,,FALSE,0.0,0.0,No weather
2019-04-06 00:20:34,2019-04-06 11:10:41,95%,86%,0,2904,No alarm,100.8,,75.0,39006.4,34325.6,260.0,,,FALSE,0.0,0.0,No weather
2019-04-07 02:20:54,2019-04-07 10:28:40,79%,84%,0,4246,No alarm,100.4,,103.4,29265.3,25655.9,195.1,,,FALSE,0.0,0.0,No weather
2019-04-07 23:33:51,2019-04-08 08:42:42,89%,73%,0,1649,No alarm,101.2,,98.2,32930.6,25246.8,6256.8,,,FALSE,0.0,0.0,No weather
2019-04-08 23:53:26,2019-04-09 10:08:23,100%,75%,0,6252,No alarm,101.6,,56.4,36897.2,30624.7,2951.8,,,FALSE,0.0,0.0,No weather
2019-04-09 23:44:29,2019-04-10 08:29:42,68%,78%,0,5296,No alarm,102.1,,161.8,31513.1,26996.2,4516.9,,,FALSE,0.0,0.0,No weather
2019-04-11 00:15:47,2019-04-11 08:22:26,84%,88%,0,2930,No alarm,102.6,,84.1,29198.8,23553.7,3893.2,,,FALSE,0.0,0.0,No weather
2019-04-12 01:04:18,2019-04-12 09:35:31,96%,88%,0,1394,No alarm,102.9,,54.8,30672.9,28423.5,204.5,,,FALSE,0.0,0.0,No weather
2019-04-13 01:43:12,2019-04-13 08:14:01,80%,87%,0,3753,No alarm,101.8,,24.4,23449.5,19541.3,2345.0,,,FALSE,0.0,0.0,No weather
2019-04-14 00:48:07,2019-04-14 10:05:49,100%,81%,0,25501,No alarm,101.7,,24.4,33461.2,25653.6,223.1,,,FALSE,0.0,0.0,No weather
2019-04-15 01:56:18,2019-04-15 11:49:51,100%,79%,0,1352,No alarm,101.6,,32.4,35613.0,33832.3,1780.6,,,FALSE,0.0,0.0,No weather
2019-04-16 01:59:47,2019-04-16 10:13:11,98%,80%,0,1665,No alarm,100.9,,34.9,29604.7,24177.1,197.4,,,FALSE,0.0,0.0,No weather
2019-04-17 01:46:15,2019-04-17 07:25:36,67%,79%,0,2396,No alarm,101.3,,37.0,20361.1,16764.0,2036.1,,,FALSE,0.0,0.0,No weather
2019-04-18 01:30:37,2019-04-18 10:02:56,100%,79%,0,9307,No alarm,101.6,,37.0,30738.1,27254.5,204.9,,,FALSE,0.0,0.0,No weather
2019-04-19 02:02:24,2019-04-19 10:41:55,100%,80%,0,3688,No alarm,102.1,,37.6,31171.3,26391.7,207.8,,,FALSE,0.0,0.0,No weather
2019-04-20 01:53:46,2019-04-20 10:06:18,79%,87%,0,2264,No alarm,102.5,,102.7,29552.1,28173.0,1379.1,,,FALSE,0.0,0.0,No weather
2019-04-21 01:31:09,2019-04-21 10:07:20,84%,94%,0,2962,No alarm,102.0,,101.2,30971.2,29422.6,206.5,,,FALSE,0.0,0.0,No weather
2019-04-22 01:11:01,2019-04-22 10:13:53,89%,96%,0,6040,No alarm,100.5,,95.8,32571.8,31051.8,217.1,,,FALSE,0.0,0.0,No weather
2019-04-23 01:39:31,2019-04-23 10:12:31,93%,96%,0,6315,No alarm,100.3,,65.3,30780.1,28420.3,1026.0,,,FALSE,0.0,0.0,No weather
2019-04-23 23:45:40,2019-04-24 08:03:47,83%,86%,0,4187,No alarm,99.7,,92.3,29886.3,27794.2,199.2,,,FALSE,0.0,0.0,No weather
2019-04-24 23:39:46,2019-04-25 08:36:24,96%,86%,0,4096,No alarm,99.7,,70.3,32198.1,27153.8,1502.6,,,FALSE,0.0,0.0,No weather
2019-04-26 00:25:21,2019-04-26 08:55:16,89%,84%,0,3940,No alarm,100.4,,77.4,30594.9,26005.7,2039.7,,,FALSE,0.0,0.0,No weather
2019-04-27 00:11:30,2019-04-27 10:31:32,95%,90%,0,4092,No alarm,100.3,,76.9,37202.2,33482.0,248.0,,,FALSE,0.0,0.0,No weather
2019-04-28 02:03:38,2019-04-28 11:39:04,91%,84%,0,2327,No alarm,101.2,,89.9,34525.4,29922.0,2877.1,,,FALSE,0.0,0.0,No weather
2019-04-29 00:15:29,2019-04-29 08:17:52,87%,72%,0,3713,No alarm,102.5,,66.3,28942.8,25566.2,193.0,,,FALSE,0.0,0.0,No weather
2019-04-30 00:38:23,2019-04-30 08:59:39,90%,74%,0,4595,No alarm,102.7,,68.7,30076.3,24863.1,2506.4,,,FALSE,0.0,0.0,No weather
2019-04-30 23:47:48,2019-05-01 08:22:59,89%,79%,0,5121,No alarm,102.1,,80.5,30911.2,28747.4,2163.8,,,FALSE,0.0,0.0,No weather
2019-05-02 00:25:23,2019-05-02 08:35:22,81%,91%,0,5259,No alarm,101.4,,95.3,29399.4,25969.4,1372.0,,,FALSE,0.0,0.0,No weather
2019-05-02 22:58:25,2019-05-03 08:41:30,97%,89%,0,4357,No alarm,101.5,,70.2,34985.5,30670.6,233.2,,,FALSE,0.0,0.0,No weather
2019-05-03 23:16:43,2019-05-04 12:21:54,95%,82%,0,2848,No alarm,101.6,,76.9,47111.2,43342.3,314.1,,,FALSE,0.0,0.0,No weather
2019-05-05 02:14:34,2019-05-05 08:51:29,70%,67%,0,2397,No alarm,102.5,,74.5,23814.7,20560.0,1825.8,,,FALSE,0.0,0.0,No weather
2019-05-05 23:48:45,2019-05-06 08:45:26,90%,64%,0,11851,No alarm,102.2,,91.0,32200.4,27263.0,1932.0,,,FALSE,0.0,0.0,No weather
2019-05-06 23:44:17,2019-05-07 09:18:18,96%,73%,0,2215,No alarm,102.0,,72.5,34441.2,28930.6,2410.9,,,FALSE,0.0,0.0,No weather
2019-05-07 23:15:42,2019-05-08 09:43:30,75%,89%,0,806,No alarm,100.8,,142.5,37667.6,29129.6,251.1,,,FALSE,0.0,0.0,No weather
2019-05-08 23:58:33,2019-05-09 09:16:58,89%,93%,0,750,No alarm,99.0,,94.3,33505.8,29820.1,1228.5,,,FALSE,0.0,0.0,No weather
2019-05-09 23:47:46,2019-05-10 09:29:53,79%,93%,0,831,No alarm,100.6,,128.4,34926.7,29105.6,2910.6,,,FALSE,0.0,0.0,No weather
2019-05-11 00:30:59,2019-05-11 08:44:00,85%,92%,0,657,No alarm,101.3,,80.6,29581.7,26327.7,197.2,,,FALSE,0.0,0.0,No weather
2019-05-11 23:44:17,2019-05-12 09:22:04,70%,91%,0,105,No alarm,103.0,,159.7,34667.0,29582.5,231.1,,,FALSE,0.0,0.0,No weather
2019-05-12 22:52:18,2019-05-13 09:40:19,86%,89%,0,2205,No alarm,103.9,,108.0,38881.6,34345.4,259.2,,,FALSE,0.0,0.0,No weather
2019-05-13 23:21:09,2019-05-14 07:19:14,87%,85%,0,265,No alarm,103.8,,66.8,28685.1,25816.6,2868.5,,,FALSE,0.0,0.0,No weather
2019-05-15 00:00:16,2019-05-15 07:51:18,91%,86%,0,11645,No alarm,102.5,,44.0,28261.4,23833.7,1130.5,,,FALSE,0.0,0.0,No weather
2019-05-16 00:59:19,2019-05-16 10:42:31,100%,78%,0,11862,No alarm,101.6,,54.6,34992.3,30210.0,1516.3,,,FALSE,0.0,0.0,No weather
2019-05-17 00:30:11,2019-05-17 10:30:01,57%,84%,0,1851,No alarm,101.1,,205.8,35989.9,31791.1,239.9,,,FALSE,0.0,0.0,No weather
2019-05-17 23:12:13,2019-05-18 11:01:49,100%,82%,0,2815,No alarm,100.4,,49.7,42575.9,35479.9,4257.6,,,FALSE,0.0,0.0,No weather
2019-05-19 00:46:15,2019-05-19 10:06:33,100%,86%,0,1006,No alarm,100.4,,56.1,33617.6,29471.4,2129.1,,,FALSE,0.0,0.0,No weather
2019-05-19 23:06:55,2019-05-20 09:57:13,80%,83%,0,2181,No alarm,101.2,,127.7,39017.5,35375.9,1690.8,,,FALSE,0.0,0.0,No weather
2019-05-21 00:04:05,2019-05-21 09:55:22,78%,85%,0,1344,No alarm,101.5,,133.9,35477.7,32876.0,236.5,,,FALSE,0.0,0.0,No weather
2019-05-21 23:52:32,2019-05-22 09:34:57,88%,91%,0,2255,No alarm,101.9,,100.8,34945.5,30402.6,2795.6,,,FALSE,0.0,0.0,No weather
2019-05-22 23:24:27,2019-05-23 09:39:24,59%,94%,0,1008,No alarm,101.7,,199.8,36896.5,31854.0,246.0,,,FALSE,0.0,0.0,No weather
2019-05-23 22:53:53,2019-05-24 09:11:39,73%,94%,0,2409,No alarm,101.5,,152.6,37065.4,31011.4,4447.8,,,FALSE,0.0,0.0,No weather
2019-05-25 00:00:33,2019-05-25 10:41:39,91%,89%,0,4585,No alarm,101.7,,89.9,38466.1,34747.7,2179.7,,,FALSE,0.0,0.0,No weather
2019-05-25 23:59:38,2019-05-26 09:53:15,81%,88%,0,700,No alarm,101.4,,124.1,35616.8,30749.2,2611.9,,,FALSE,0.0,0.0,No weather
2019-05-26 23:57:27,2019-05-27 12:04:46,62%,84%,0,1339,No alarm,100.8,,192.7,43639.3,39275.3,290.9,,,FALSE,0.0,0.0,No weather
2019-05-28 00:30:27,2019-05-28 08:42:42,88%,81%,0,1760,No alarm,100.7,,73.3,29534.7,24218.5,3642.6,,,FALSE,0.0,0.0,No weather
2019-05-28 23:19:58,2019-05-29 10:00:18,72%,76%,0,4047,No alarm,101.8,,157.8,38419.8,34065.6,2305.2,,,FALSE,0.0,0.0,No weather
2019-05-29 23:21:35,2019-05-30 08:07:25,84%,77%,0,4254,No alarm,101.2,,106.6,31550.2,27448.7,2418.8,,,FALSE,0.0,0.0,No weather
2019-05-30 22:58:47,2019-05-31 10:37:08,90%,80%,0,6465,No alarm,102.0,,93.1,41900.6,38688.2,1676.0,,,FALSE,0.0,0.0,No weather
2019-05-31 23:41:21,2019-06-01 11:42:05,95%,82%,0,3552,No alarm,101.9,,77.0,43244.0,40216.9,3027.1,,,FALSE,0.0,0.0,No weather
2019-06-02 00:01:50,2019-06-02 10:30:15,91%,83%,0,7665,No alarm,101.2,,91.5,37704.7,32551.8,5153.0,,,FALSE,0.0,0.0,No weather
2019-06-02 23:47:38,2019-06-03 09:55:21,96%,88%,0,1010,No alarm,100.6,,72.8,36462.5,31965.5,2917.0,,,FALSE,0.0,0.0,No weather
2019-06-04 00:55:39,2019-06-04 10:03:54,87%,90%,0,4674,No alarm,101.0,,104.0,32895.8,28619.3,4276.5,,,FALSE,0.0,0.0,No weather
2019-06-04 23:16:19,2019-06-05 11:05:04,89%,87%,0,131,No alarm,100.0,,98.2,42525.5,36997.2,3969.0,,,FALSE,0.0,0.0,No weather
2019-06-06 01:19:36,2019-06-06 09:56:48,87%,80%,0,2622,No alarm,100.7,,90.5,31032.2,30825.3,206.9,,,FALSE,0.0,0.0,No weather
2019-06-07 00:09:55,2019-06-07 09:45:03,89%,80%,0,1260,No alarm,101.1,,97.4,34508.1,31287.3,230.1,,,FALSE,0.0,0.0,No weather
2019-06-08 01:20:37,2019-06-08 11:01:29,96%,81%,0,460,No alarm,99.9,,74.7,34851.5,32063.4,1510.2,,,FALSE,0.0,0.0,No weather
2019-06-09 01:39:13,2019-06-09 06:32:06,43%,76%,0,3808,No alarm,101.7,,128.1,17573.4,13824.4,117.2,,,FALSE,0.0,0.0,No weather
2019-06-10 00:20:31,2019-06-10 08:54:14,82%,70%,0,127,No alarm,101.9,,109.0,30823.5,27227.4,2774.1,,,FALSE,0.0,0.0,No weather
2019-06-11 01:19:10,2019-06-11 10:19:16,84%,70%,0,4983,No alarm,101.6,,116.1,32406.0,31109.7,216.0,,,FALSE,0.0,0.0,No weather
2019-06-11 23:18:35,2019-06-12 09:00:08,77%,74%,0,3366,No alarm,101.4,,139.4,34892.5,28844.5,232.6,,,FALSE,0.0,0.0,No weather
2019-06-12 23:43:49,2019-06-13 10:23:30,76%,79%,0,1068,No alarm,100.6,,144.1,38381.4,35055.1,255.9,,,FALSE,0.0,0.0,No weather
2019-06-14 01:18:59,2019-06-14 10:12:10,88%,81%,0,3496,No alarm,100.0,,98.3,31991.2,30178.4,213.3,,,FALSE,0.0,0.0,No weather
2019-06-15 00:49:18,2019-06-15 09:33:47,86%,87%,0,11032,No alarm,100.2,,98.0,31468.6,29160.9,209.8,,,FALSE,0.0,0.0,No weather
2019-06-16 00:38:56,2019-06-16 10:13:43,100%,90%,0,3514,No alarm,100.5,,61.1,34487.1,32762.7,229.9,,,FALSE,0.0,0.0,No weather
2019-06-17 01:03:57,2019-06-17 10:42:58,100%,92%,0,6500,No alarm,100.5,,48.4,34741.2,29298.4,2084.5,,,FALSE,0.0,0.0,No weather
2019-06-18 02:26:05,2019-06-18 09:21:10,83%,88%,0,4362,No alarm,100.8,,32.6,24904.2,19093.3,1743.3,,,FALSE,0.0,0.0,No weather
2019-06-19 00:55:48,2019-06-19 08:37:40,83%,84%,0,4214,No alarm,100.6,,71.7,27712.0,24386.6,184.7,,,FALSE,0.0,0.0,No weather
2019-06-20 00:24:58,2019-06-20 11:34:59,99%,77%,0,6510,No alarm,100.5,,63.7,40201.5,38861.4,268.0,,,FALSE,0.0,0.0,No weather
2019-06-21 01:19:09,2019-06-21 10:04:12,91%,77%,0,4671,No alarm,101.4,,81.8,31503.4,27197.9,4305.5,,,FALSE,0.0,0.0,No weather
2019-06-22 01:08:39,2019-06-22 11:51:19,99%,78%,0,2439,No alarm,102.2,,63.4,38559.8,35346.5,257.1,,,FALSE,0.0,0.0,No weather
2019-06-23 01:11:53,2019-06-23 10:11:31,95%,83%,0,25,No alarm,102.1,,76.9,32377.3,25901.9,1295.1,,,FALSE,0.0,0.0,No weather
2019-06-24 00:56:21,2019-06-24 08:14:31,79%,84%,0,621,No alarm,101.8,,67.3,26290.6,21383.0,3154.9,,,FALSE,0.0,0.0,No weather
2019-06-25 00:13:25,2019-06-25 10:50:47,100%,80%,0,2601,No alarm,101.9,,50.9,38241.6,32250.4,1147.2,,,FALSE,0.0,0.0,No weather
2019-06-26 00:48:37,2019-06-26 08:11:51,79%,76%,0,2882,No alarm,102.6,,74.0,26593.3,21186.0,1950.2,,,FALSE,0.0,0.0,No weather
2019-06-27 00:22:43,2019-06-27 09:09:58,95%,78%,0,2981,No alarm,103.3,,69.4,31635.2,27839.0,1054.5,,,FALSE,0.0,0.0,No weather
2019-06-28 00:09:19,2019-06-28 09:32:22,89%,85%,0,3871,No alarm,103.0,,98.0,33782.6,30516.9,225.2,,,FALSE,0.0,0.0,No weather
2019-06-29 01:03:24,2019-06-29 10:02:56,100%,91%,0,2571,No alarm,102.2,,15.6,32372.7,29027.5,1834.5,,,FALSE,0.0,0.0,No weather
2019-06-30 01:31:25,2019-06-30 09:41:14,97%,92%,0,2468,No alarm,100.9,,35.9,29389.2,24686.9,1567.4,,,FALSE,0.0,0.0,No weather
2019-07-01 02:03:44,2019-07-01 09:36:24,90%,92%,0,872,No alarm,101.4,,36.0,27160.3,24353.7,1358.0,,,FALSE,0.0,0.0,No weather
2019-07-02 02:00:53,2019-07-02 10:32:28,96%,93%,0,1431,No alarm,102.3,,53.3,30694.9,25886.0,204.6,,,FALSE,0.0,0.0,No weather
2019-07-03 01:07:12,2019-07-03 08:32:35,77%,88%,0,680,No alarm,102.6,,81.1,26722.6,22536.1,1336.1,,,FALSE,0.0,0.0,No weather
2019-07-04 01:02:04,2019-07-04 10:29:26,86%,84%,0,4340,No alarm,102.7,,108.9,34042.3,31999.8,226.9,,,FALSE,0.0,0.0,No weather
2019-07-05 00:21:33,2019-07-05 09:34:18,89%,82%,0,3195,No alarm,102.0,,96.3,33165.2,29074.8,1216.1,,,FALSE,0.0,0.0,No weather
2019-07-07 01:10:55,2019-07-07 11:13:28,87%,83%,0,727,No alarm,101.6,,104.0,36153.4,31694.5,4458.9,,,FALSE,0.0,0.0,No weather
2019-07-08 00:44:56,2019-07-08 10:27:30,96%,85%,0,1208,No alarm,102.1,,73.8,34954.0,30526.5,2679.8,,,FALSE,0.0,0.0,No weather
2019-07-09 01:02:01,2019-07-09 10:12:28,75%,93%,0,3034,No alarm,102.2,,146.1,33026.7,25760.9,7265.9,,,FALSE,0.0,0.0,No weather
2019-07-10 00:56:19,2019-07-10 08:37:43,73%,91%,0,3656,No alarm,101.9,,109.6,27684.6,22147.7,5536.9,,,FALSE,0.0,0.0,No weather
2019-07-11 00:03:51,2019-07-11 08:08:19,80%,90%,0,1952,No alarm,101.3,,96.6,29068.1,24804.8,193.8,,,FALSE,0.0,0.0,No weather
2019-07-11 23:30:22,2019-07-12 09:33:57,88%,86%,0,2794,No alarm,101.1,,101.6,36214.6,34403.9,1810.7,,,FALSE,0.0,0.0,No weather
2019-07-13 00:45:43,2019-07-13 10:41:16,91%,84%,0,6661,No alarm,101.9,,90.2,35733.5,32398.4,1191.1,,,FALSE,0.0,0.0,No weather
2019-07-14 01:56:56,2019-07-14 11:13:03,96%,83%,0,3078,No alarm,102.4,,75.1,33366.8,29696.4,222.4,,,FALSE,0.0,0.0,No weather
2019-07-15 01:13:33,2019-07-15 08:05:03,72%,78%,0,5194,No alarm,102.4,,78.3,24690.6,20328.6,3209.8,,,FALSE,0.0,0.0,No weather
2019-07-16 00:16:52,2019-07-16 09:39:03,88%,78%,0,4806,No alarm,102.0,,100.6,33730.4,32381.2,224.9,,,FALSE,0.0,0.0,No weather
2019-07-16 23:55:56,2019-07-17 08:24:31,83%,78%,0,4227,No alarm,101.7,,99.4,30515.0,29091.0,1424.0,,,FALSE,0.0,0.0,No weather
2019-07-18 01:15:36,2019-07-18 08:24:59,71%,85%,0,2441,No alarm,100.8,,98.5,25762.9,23014.9,1374.0,,,FALSE,0.0,0.0,No weather
2019-07-19 01:05:15,2019-07-19 10:02:36,100%,87%,0,4547,No alarm,101.0,,57.4,32241.3,29554.5,967.2,,,FALSE,0.0,0.0,No weather
2019-07-20 00:48:27,2019-07-20 10:05:12,94%,90%,0,2882,No alarm,100.1,,80.1,33404.7,32068.5,1336.2,,,FALSE,0.0,0.0,No weather
2019-07-21 02:19:42,2019-07-21 10:11:42,84%,90%,0,7550,No alarm,101.1,,72.3,28320.0,25204.8,188.8,,,FALSE,0.0,0.0,No weather
2019-07-22 01:51:54,2019-07-22 10:05:32,82%,93%,0,1947,No alarm,101.3,,96.1,29618.2,26952.6,197.5,,,FALSE,0.0,0.0,No weather
2019-07-23 00:22:09,2019-07-23 08:05:48,76%,84%,0,8826,No alarm,101.6,,99.0,27818.9,25593.3,185.5,,,FALSE,0.0,0.0,No weather
2019-07-24 00:09:16,2019-07-24 08:36:56,84%,87%,0,5213,No alarm,101.3,,94.4,30460.9,27617.9,1320.0,,,FALSE,0.0,0.0,No weather
2019-07-25 01:35:05,2019-07-25 09:46:54,85%,81%,0,5935,No alarm,101.3,,81.7,29509.6,25575.0,1475.5,,,FALSE,0.0,0.0,No weather
